simup1
2001
0.0	0.0000
0.5	0.0001
1.0	0.0004
1.5	0.0007
2.0	0.0012
2.5	0.0017
3.0	0.0024
3.5	0.0031
4.0	0.0040
4.5	0.0049
5.0	0.0058
5.5	0.0069
6.0	0.0080
6.5	0.0092
7.0	0.0104
7.5	0.0117
8.0	0.0130
8.5	0.0144
9.0	0.0159
9.5	0.0174
10.0	0.0189
10.5	0.0205
11.0	0.0221
11.5	0.0238
12.0	0.0255
12.5	0.0273
13.0	0.0291
13.5	0.0309
14.0	0.0328
14.5	0.0347
15.0	0.0367
15.5	0.0387
16.0	0.0407
16.5	0.0428
17.0	0.0449
17.5	0.0471
18.0	0.0493
18.5	0.0516
19.0	0.0539
19.5	0.0563
20.0	0.0587
20.5	0.0612
21.0	0.0637
21.5	0.0663
22.0	0.0690
22.5	0.0718
23.0	0.0746
23.5	0.0775
24.0	0.0805
24.5	0.0835
25.0	0.0867
25.5	0.0900
26.0	0.0934
26.5	0.0969
27.0	0.1005
27.5	0.1043
28.0	0.1083
28.5	0.1124
29.0	0.1167
29.5	0.1212
30.0	0.1260
30.5	0.1310
31.0	0.1363
31.5	0.1419
32.0	0.1479
32.5	0.1542
33.0	0.1610
33.5	0.1683
34.0	0.1762
34.5	0.1847
35.0	0.1940
35.5	0.2041
36.0	0.2152
36.5	0.2274
37.0	0.2409
37.5	0.2559
38.0	0.2727
38.5	0.2916
39.0	0.3129
39.5	0.3371
40.0	0.3646
40.5	0.3960
41.0	0.4318
41.5	0.4725
42.0	0.5185
42.5	0.5699
43.0	0.6261
43.5	0.6857
44.0	0.7462
44.5	0.8040
45.0	0.8554
45.5	0.8971
46.0	0.9280
46.5	0.9488
47.0	0.9615
47.5	0.9686
48.0	0.9719
48.5	0.9728
49.0	0.9724
49.5	0.9711
50.0	0.9692
50.5	0.9671
51.0	0.9648
51.5	0.9624
52.0	0.9599
52.5	0.9574
53.0	0.9548
53.5	0.9522
54.0	0.9496
54.5	0.9470
55.0	0.9444
55.5	0.9417
56.0	0.9391
56.5	0.9364
57.0	0.9337
57.5	0.9310
58.0	0.9283
58.5	0.9256
59.0	0.9228
59.5	0.9201
60.0	0.9173
60.5	0.9145
61.0	0.9117
61.5	0.9089
62.0	0.9061
62.5	0.9032
63.0	0.9004
63.5	0.8975
64.0	0.8946
64.5	0.8917
65.0	0.8887
65.5	0.8858
66.0	0.8828
66.5	0.8798
67.0	0.8767
67.5	0.8737
68.0	0.8706
68.5	0.8675
69.0	0.8644
69.5	0.8612
70.0	0.8580
70.5	0.8548
71.0	0.8516
71.5	0.8483
72.0	0.8450
72.5	0.8416
73.0	0.8382
73.5	0.8348
74.0	0.8313
74.5	0.8278
75.0	0.8243
75.5	0.8207
76.0	0.8170
76.5	0.8133
77.0	0.8096
77.5	0.8058
78.0	0.8019
78.5	0.7980
79.0	0.7940
79.5	0.7899
80.0	0.7857
80.5	0.7815
81.0	0.7772
81.5	0.7728
82.0	0.7683
82.5	0.7637
83.0	0.7589
83.5	0.7541
84.0	0.7491
84.5	0.7440
85.0	0.7388
85.5	0.7333
86.0	0.7277
86.5	0.7219
87.0	0.7159
87.5	0.7097
88.0	0.7032
88.5	0.6965
89.0	0.6894
89.5	0.6820
90.0	0.6743
90.5	0.6661
91.0	0.6574
91.5	0.6482
92.0	0.6384
92.5	0.6279
93.0	0.6167
93.5	0.6045
94.0	0.5913
94.5	0.5769
95.0	0.5611
95.5	0.5436
96.0	0.5242
96.5	0.5024
97.0	0.4779
97.5	0.4502
98.0	0.4185
98.5	0.3822
99.0	0.3404
99.5	0.2923
100.0	0.2371
100.5	0.1747
101.0	0.1054
101.5	0.0313
102.0	-0.0438
102.5	-0.1141
103.0	-0.1735
103.5	-0.2180
104.0	-0.2475
104.5	-0.2648
105.0	-0.2738
105.5	-0.2780
106.0	-0.2794
106.5	-0.2793
107.0	-0.2784
107.5	-0.2771
108.0	-0.2757
108.5	-0.2741
109.0	-0.2725
109.5	-0.2708
110.0	-0.2691
110.5	-0.2674
111.0	-0.2657
111.5	-0.2640
112.0	-0.2624
112.5	-0.2607
113.0	-0.2590
113.5	-0.2573
114.0	-0.2556
114.5	-0.2539
115.0	-0.2522
115.5	-0.2505
116.0	-0.2488
116.5	-0.2472
117.0	-0.2455
117.5	-0.2438
118.0	-0.2421
118.5	-0.2404
119.0	-0.2387
119.5	-0.2371
120.0	-0.2354
120.5	-0.2337
121.0	-0.2320
121.5	-0.2303
122.0	-0.2287
122.5	-0.2270
123.0	-0.2253
123.5	-0.2236
124.0	-0.2220
124.5	-0.2203
125.0	-0.2186
125.5	-0.2170
126.0	-0.2153
126.5	-0.2136
127.0	-0.2119
127.5	-0.2103
128.0	-0.2086
128.5	-0.2069
129.0	-0.2053
129.5	-0.2036
130.0	-0.2019
130.5	-0.2003
131.0	-0.1986
131.5	-0.1969
132.0	-0.1953
132.5	-0.1936
133.0	-0.1920
133.5	-0.1903
134.0	-0.1886
134.5	-0.1870
135.0	-0.1853
135.5	-0.1836
136.0	-0.1820
136.5	-0.1803
137.0	-0.1787
137.5	-0.1770
138.0	-0.1753
138.5	-0.1737
139.0	-0.1720
139.5	-0.1704
140.0	-0.1687
140.5	-0.1670
141.0	-0.1654
141.5	-0.1637
142.0	-0.1620
142.5	-0.1604
143.0	-0.1587
143.5	-0.1571
