simuP2
2001
0.0	0.0000
0.5	0.0038
1.0	0.0105
1.5	0.0195
2.0	0.0299
2.5	0.0410
3.0	0.0523
3.5	0.0631
4.0	0.0730
4.5	0.0816
5.0	0.0887
5.5	0.0940
6.0	0.0974
6.5	0.0988
7.0	0.0984
7.5	0.0962
8.0	0.0924
8.5	0.0874
9.0	0.0814
9.5	0.0749
10.0	0.0682
10.5	0.0619
11.0	0.0561
11.5	0.0513
12.0	0.0476
12.5	0.0451
13.0	0.0439
13.5	0.0439
14.0	0.0450
14.5	0.0471
15.0	0.0498
15.5	0.0531
16.0	0.0567
16.5	0.0603
17.0	0.0639
17.5	0.0671
18.0	0.0699
18.5	0.0721
19.0	0.0737
19.5	0.0747
20.0	0.0750
20.5	0.0747
21.0	0.0738
21.5	0.0725
22.0	0.0708
22.5	0.0688
23.0	0.0668
23.5	0.0647
24.0	0.0627
24.5	0.0610
25.0	0.0596
25.5	0.0585
26.0	0.0578
26.5	0.0574
27.0	0.0575
27.5	0.0579
28.0	0.0586
28.5	0.0595
29.0	0.0605
29.5	0.0617
30.0	0.0629
30.5	0.0640
31.0	0.0650
31.5	0.0659
32.0	0.0666
32.5	0.0670
33.0	0.0673
33.5	0.0674
34.0	0.0672
34.5	0.0669
35.0	0.0664
35.5	0.0659
36.0	0.0652
36.5	0.0646
37.0	0.0639
37.5	0.0633
38.0	0.0628
38.5	0.0624
39.0	0.0620
39.5	0.0618
40.0	0.0618
40.5	0.0618
41.0	0.0619
41.5	0.0622
42.0	0.0625
42.5	0.0628
43.0	0.0632
43.5	0.0636
44.0	0.0639
44.5	0.0642
45.0	0.0645
45.5	0.0647
46.0	0.0648
46.5	0.0649
47.0	0.0649
47.5	0.0649
48.0	0.0648
48.5	0.0646
49.0	0.0644
49.5	0.0642
50.0	0.0640
50.5	0.0638
51.0	0.0636
51.5	0.0634
52.0	0.0633
52.5	0.0632
53.0	0.0632
53.5	0.0631
54.0	0.0632
54.5	0.0632
55.0	0.0633
55.5	0.0634
56.0	0.0635
56.5	0.0636
57.0	0.0637
57.5	0.0638
58.0	0.0639
58.5	0.0640
59.0	0.0641
59.5	0.0641
60.0	0.0641
60.5	0.0641
61.0	0.0641
61.5	0.0641
62.0	0.0640
62.5	0.0640
63.0	0.0639
63.5	0.0638
64.0	0.0638
64.5	0.0637
65.0	0.0637
65.5	0.0636
66.0	0.0636
66.5	0.0636
67.0	0.0636
67.5	0.0636
68.0	0.0636
68.5	0.0636
69.0	0.0637
69.5	0.0637
70.0	0.0637
70.5	0.0638
71.0	0.0638
71.5	0.0638
72.0	0.0639
72.5	0.0639
73.0	0.0639
73.5	0.0639
74.0	0.0639
74.5	0.0639
75.0	0.0639
75.5	0.0639
76.0	0.0638
76.5	0.0638
77.0	0.0638
77.5	0.0638
78.0	0.0638
78.5	0.0637
79.0	0.0637
79.5	0.0637
80.0	0.0637
80.5	0.0637
81.0	0.0637
81.5	0.0637
82.0	0.0637
82.5	0.0637
83.0	0.0638
83.5	0.0638
84.0	0.0638
84.5	0.0638
85.0	0.0638
85.5	0.0638
86.0	0.0638
86.5	0.0638
87.0	0.0638
87.5	0.0638
88.0	0.0638
88.5	0.0638
89.0	0.0638
89.5	0.0638
90.0	0.0638
90.5	0.0638
91.0	0.0638
91.5	0.0638
92.0	0.0638
92.5	0.0638
93.0	0.0638
93.5	0.0638
94.0	0.0638
94.5	0.0638
95.0	0.0638
95.5	0.0638
96.0	0.0638
96.5	0.0638
97.0	0.0638
97.5	0.0638
98.0	0.0638
98.5	0.0638
99.0	0.0638
99.5	0.0638
100.0	0.0638
100.5	0.0638
101.0	0.0638
101.5	0.0638
102.0	0.0638
102.5	0.0638
103.0	0.0638
103.5	0.0638
104.0	0.0638
104.5	0.0638
105.0	0.0638
105.5	0.0638
106.0	0.0638
106.5	0.0638
107.0	0.0638
107.5	0.0638
108.0	0.0638
108.5	0.0638
109.0	0.0638
109.5	0.0638
110.0	0.0638
110.5	0.0638
111.0	0.0638
111.5	0.0638
112.0	0.0638
112.5	0.0638
113.0	0.0638
113.5	0.0638
114.0	0.0638
114.5	0.0638
115.0	0.0638
115.5	0.0638
116.0	0.0638
116.5	0.0638
117.0	0.0638
117.5	0.0638
118.0	0.0638
118.5	0.0638
119.0	0.0638
119.5	0.0638
120.0	0.0638
120.5	0.0638
121.0	0.0638
121.5	0.0638
122.0	0.0638
122.5	0.0638
123.0	0.0638
123.5	0.0638
124.0	0.0638
124.5	0.0638
125.0	0.0638
125.5	0.0638
126.0	0.0638
126.5	0.0638
127.0	0.0638
127.5	0.0638
128.0	0.0638
128.5	0.0638
129.0	0.0638
129.5	0.0638
130.0	0.0638
130.5	0.0638
131.0	0.0638
131.5	0.0638
